ticket_id,customer_id,issue_type,priority,resolution_days,satisfaction_score
891,8190,Login,Low,1,2
892,325,Billing,Low,13,4
893,3127,Refund,Low,19,1
894,4221,Technical,High,8,1
895,12554,Technical,Low,13,2
896,11760,Speed,High,1,1
897,14656,Refund,High,9,3
898,2901,Network,High,18,3
899,9515,Network,High,19,3
900,13370,Refund,Medium,14,3
901,4817,Speed,Medium,8,4
902,8562,Technical,Low,13,2
903,11316,Network,High,16,3
904,11715,Speed,High,4,2
905,14134,Billing,Low,3,5
906,4285,Speed,Medium,5,3
907,11330,Refund,Low,9,2
908,14597,Network,Low,11,5
909,6614,Refund,Medium,12,4
910,13076,Network,High,12,5
911,8449,Speed,High,3,5
912,1143,Network,High,17,1
913,13289,Billing,Medium,10,2
914,1351,Technical,High,20,1
915,6752,Speed,High,4,2
916,4423,Login,Medium,11,2
917,12794,Billing,Medium,7,3
918,11058,Login,Low,7,4
919,3289,Speed,High,8,5
920,5439,Speed,Medium,5,5
921,8964,Refund,Low,17,2
922,12879,Network,High,20,2
923,10137,Speed,High,6,1
924,10654,Login,Low,20,5
925,8275,Refund,Medium,18,4
926,4747,Network,High,18,5
927,10738,Network,Low,1,4
928,13027,Login,Low,8,4
929,2154,Billing,Medium,2,5
930,7322,Billing,High,13,3
931,12385,Refund,Medium,5,5
932,1784,Network,Medium,5,1
933,11031,Login,High,14,5
934,13313,Refund,Low,6,5
935,11179,Login,High,12,3
936,14124,Login,Low,10,2
937,10271,Login,Low,12,5
938,8467,Technical,High,19,3
939,9565,Billing,High,18,4
940,7847,Network,High,3,3
941,13618,Technical,High,10,4
942,10078,Refund,High,6,1
943,5085,Network,Low,6,3
944,6629,Refund,Medium,4,2
945,4850,Login,Low,18,3
946,12851,Login,Low,11,4
947,9058,Speed,Low,8,3
948,12521,Login,Medium,19,4
949,10890,Billing,Low,7,3
950,9339,Network,Medium,6,5
951,13669,Network,High,5,1
952,4583,Network,High,12,4
953,7230,Technical,High,18,5
954,7548,Network,High,16,5
955,13481,Technical,Medium,17,3
956,14172,Network,High,6,4
957,929,Refund,High,4,3
958,11346,Refund,Medium,3,3
959,766,Billing,Low,10,5
960,11124,Login,High,15,3
961,10260,Billing,Low,17,4
962,587,Refund,High,10,5
963,7548,Refund,High,10,3
964,2675,Network,Low,5,1
965,1706,Billing,High,5,1
966,5717,Login,Medium,8,5
967,1233,Speed,High,14,5
968,6784,Speed,Medium,9,1
969,4454,Billing,High,8,1
970,12152,Network,Low,19,2
971,3335,Billing,Low,13,2
972,3962,Billing,Low,9,1
973,31,Technical,Low,20,1
974,1215,Network,High,17,2
975,14060,Technical,High,6,4
976,3591,Billing,Medium,2,1
977,4498,Speed,Low,13,2
978,1686,Technical,Low,4,5
979,7594,Login,Medium,13,3
980,3273,Network,Medium,12,3
981,11046,Speed,Medium,18,1
982,3973,Technical,High,10,3
983,7685,Technical,High,11,3
984,5062,Billing,Medium,9,3
985,12962,Technical,Low,6,3
986,4501,Network,High,6,3
987,14529,Speed,Medium,10,5
988,3668,Network,High,7,2
989,14413,Refund,Low,17,1
990,9552,Network,Low,5,2
991,11303,Speed,Low,20,3
992,709,Refund,High,11,5
993,13814,Network,Low,9,4
994,2853,Technical,Medium,6,4
995,9131,Network,Medium,1,1
996,9892,Network,High,14,1
997,5056,Billing,Low,5,5
998,6670,Login,Medium,1,1
999,3454,Refund,Low,2,3
1000,3980,Refund,High,2,3
1001,12578,Billing,High,16,3
1002,9294,Login,High,13,3
1003,10516,Technical,Medium,11,5
1004,10049,Login,Medium,20,4
1005,10606,Network,High,20,4
1006,292,Refund,Medium,10,4
1007,7339,Speed,High,6,5
1008,5694,Login,Medium,18,2
1009,5576,Refund,Medium,13,2
1010,1143,Login,Medium,15,1
1011,7848,Network,High,10,4
1012,11292,Network,Low,14,4
1013,2428,Network,Low,20,2
1014,14471,Network,Medium,18,4
1015,5785,Billing,Low,18,1
1016,14384,Network,Low,1,3
1017,12194,Technical,Medium,1,5
1018,9179,Billing,Low,3,5
1019,6860,Billing,Medium,18,2
1020,2672,Refund,Medium,20,2
1021,1419,Login,Medium,3,3
1022,12364,Technical,Low,19,5
1023,6229,Technical,High,11,1
1024,14778,Refund,Low,1,3
1025,12617,Login,Low,12,2
1026,2392,Speed,Low,7,2
1027,14199,Refund,High,1,2
1028,4479,Billing,Medium,6,4
1029,11930,Billing,Low,13,1
1030,5981,Billing,Low,10,4
1031,13252,Refund,Medium,19,3
1032,4535,Technical,High,20,4
1033,9576,Speed,Low,16,2
1034,10499,Technical,Medium,1,4
1035,8263,Refund,Medium,20,3
1036,3779,Technical,Low,13,2
1037,12143,Refund,Medium,20,4
1038,5264,Billing,High,20,5
1039,13481,Refund,High,6,1
1040,2922,Refund,High,12,1
1041,12636,Login,High,13,4
1042,12100,Speed,Low,8,4
1043,12216,Billing,Medium,7,2
1044,7674,Network,High,16,4
1045,12410,Billing,Medium,6,3
1046,2160,Refund,Medium,9,2
1047,7135,Technical,Low,19,3
1048,2629,Login,Low,19,5
1049,3992,Speed,Medium,8,4
1050,234,Network,High,16,3
1051,7379,Refund,Medium,11,5
1052,9437,Refund,High,17,1
1053,10355,Billing,Medium,3,2
1054,6043,Technical,Low,9,5
1055,1153,Billing,High,9,1
1056,4507,Speed,Low,15,3
1057,8344,Technical,Medium,18,3
1058,12974,Technical,Low,15,4
1059,9406,Login,High,9,2
1060,11841,Billing,Low,15,5
1061,849,Billing,Medium,18,3
1062,11470,Login,Medium,18,3
1063,10638,Technical,High,10,5
1064,13399,Login,Low,7,2
1065,13162,Refund,Low,17,5
1066,5808,Login,Low,20,4
1067,14731,Speed,Medium,18,5
1068,8170,Refund,Medium,7,2
1069,1338,Login,Low,18,2
1070,5104,Network,Medium,11,5
1071,7467,Speed,Medium,2,2
1072,3305,Billing,Low,1,1
1073,14327,Login,Medium,9,4
1074,896,Network,Low,1,4
1075,13369,Speed,Medium,2,4
1076,7923,Speed,High,17,1
1077,6811,Refund,High,1,4
1078,10220,Speed,High,14,2
1079,5071,Network,Medium,17,2
1080,1201,Login,High,19,5
1081,12005,Refund,Low,16,1
1082,14817,Network,Low,12,5
1083,13957,Billing,Medium,4,3
1084,12254,Network,Low,4,1
1085,13915,Login,High,1,4
1086,11069,Technical,Medium,13,3
1087,12721,Login,Low,12,1
1088,1905,Technical,Low,6,4
1089,10928,Technical,Medium,5,2
1090,1501,Billing,High,10,5
1091,456,Speed,Low,5,4
1092,1357,Technical,Low,1,4
1093,895,Speed,Medium,8,3
1094,6085,Technical,Medium,17,1
1095,3547,Login,Low,4,5
1096,6207,Technical,Low,7,5
1097,8120,Network,Medium,17,4
1098,8308,Login,High,19,3
1099,12583,Technical,Low,19,3
1100,10479,Speed,Medium,14,5
1101,5617,Technical,Low,1,1
1102,6125,Technical,Medium,8,1
1103,10197,Speed,Low,2,3
1104,13379,Billing,High,17,4
1105,13988,Refund,Medium,18,1
1106,9532,Speed,Low,16,2
1107,7006,Billing,Medium,8,4
1108,11213,Refund,Medium,7,3
1109,5524,Billing,High,16,2
1110,9052,Billing,Medium,5,5
1111,2810,Technical,Medium,10,3
1112,4470,Login,Medium,1,1
1113,3107,Login,Low,9,2
1114,11148,Speed,Medium,6,3
1115,1776,Technical,High,4,5
1116,1949,Login,High,19,1
1117,3352,Refund,Low,15,2
1118,12761,Speed,Medium,3,1
1119,8923,Technical,Low,18,3
1120,7194,Refund,Low,12,4
1121,11650,Speed,Medium,7,5
1122,3499,Login,Low,19,5
1123,3772,Billing,High,3,3
1124,4836,Billing,High,2,4
1125,6897,Refund,Medium,7,3
1126,11144,Refund,Medium,18,4
1127,9548,Technical,High,12,3
1128,4757,Login,Low,3,5
1129,1637,Network,Medium,9,4
1130,10485,Refund,Low,16,2
1131,14571,Speed,Medium,9,5
1132,11158,Refund,Medium,12,2
1133,12870,Technical,Medium,11,3
1134,12989,Speed,High,15,3
1135,13959,Speed,Medium,1,3
1136,6063,Billing,Medium,1,5
1137,6705,Technical,High,15,4
1138,1152,Technical,High,5,3
1139,10175,Technical,High,16,4
1140,13502,Refund,Low,10,4
1141,3183,Login,Low,6,1
1142,9524,Refund,Low,11,3
1143,11531,Login,Medium,14,2
1144,3039,Login,Medium,19,1
1145,5334,Refund,Low,13,3
1146,8632,Speed,Medium,17,5
1147,13926,Billing,Medium,3,2
1148,4457,Billing,High,8,2
1149,1464,Refund,Low,15,4
1150,8561,Technical,Low,6,1
1151,2012,Network,High,6,1
1152,10104,Speed,Low,8,4
1153,12306,Login,High,16,3
1154,11473,Billing,Low,2,3
1155,263,Network,High,2,1
1156,13809,Speed,Medium,1,2
1157,13142,Billing,High,12,3
1158,48,Refund,Medium,10,1
1159,14181,Login,High,4,2
1160,13540,Login,Low,20,5
1161,11134,Technical,Low,14,4
1162,183,Technical,Low,2,3
1163,11196,Login,Low,20,5
1164,4661,Login,Medium,4,2
1165,7822,Billing,High,18,3
1166,11092,Billing,Medium,5,5
1167,10505,Login,High,2,1
1168,13590,Network,Low,19,4
1169,5757,Refund,Low,11,3
1170,1171,Speed,Medium,6,5
1171,8002,Technical,High,6,5
1172,9119,Login,Low,10,5
1173,14525,Refund,Low,11,5
1174,14279,Network,Low,4,2
1175,1842,Billing,Medium,14,1
1176,12812,Billing,Medium,2,3
1177,6660,Refund,High,19,3
1178,6047,Technical,High,3,2
1179,14238,Network,High,3,1
1180,14305,Refund,Low,6,2
1181,9822,Login,Medium,5,3
1182,7509,Network,Medium,17,5
1183,3914,Technical,Medium,7,5
1184,6809,Technical,Low,13,4
1185,11793,Network,Medium,11,5
1186,2261,Login,Low,14,3
1187,5518,Speed,Medium,17,5
1188,10166,Billing,High,13,1
1189,7158,Refund,High,10,2
1190,3975,Speed,Low,10,2
1191,4897,Refund,Low,12,4
1192,911,Network,Low,19,1
1193,8898,Refund,Medium,9,5
1194,11296,Refund,Low,20,3
1195,12034,Network,Medium,10,3
1196,4898,Technical,Medium,5,1
1197,5577,Login,Low,20,5
1198,5619,Speed,Low,1,2
1199,12647,Login,Medium,8,4
1200,8021,Billing,Medium,10,2
1201,9224,Speed,Low,5,4
1202,5230,Technical,High,5,1
1203,10338,Speed,Medium,16,3
1204,4450,Refund,Medium,5,3
1205,12772,Speed,High,7,5
1206,4322,Technical,Low,6,3
1207,1286,Login,Medium,10,3
1208,3093,Speed,Low,2,1
1209,11777,Network,Medium,20,1
1210,12613,Login,Medium,1,4
1211,12997,Technical,Low,16,4
1212,10380,Refund,Medium,19,3
1213,68,Billing,High,16,5
1214,3781,Network,High,10,5
1215,7570,Refund,Low,17,4
1216,11265,Refund,Low,14,3
1217,2000,Billing,Medium,1,3
1218,2637,Technical,Medium,11,2
1219,288,Login,High,2,5
1220,2192,Billing,High,1,3
1221,9077,Technical,Low,20,4
1222,5837,Speed,Medium,20,2
1223,2195,Refund,Low,10,5
1224,6195,Speed,High,16,5
1225,11247,Login,High,4,3
1226,692,Login,Medium,15,4
1227,8979,Billing,Medium,7,4
1228,1526,Speed,Medium,9,3
1229,12969,Refund,High,5,4
1230,8966,Technical,High,2,4
1231,9364,Billing,Medium,19,5
1232,1463,Network,High,4,2
1233,11513,Billing,High,10,2
1234,6244,Network,High,19,5
1235,3229,Billing,Low,19,1
1236,14370,Refund,Medium,1,5
1237,11207,Billing,High,17,1
1238,3993,Login,Low,17,3
1239,4803,Refund,Medium,11,4
1240,3538,Technical,Medium,3,4
1241,4232,Network,High,15,4
1242,3238,Refund,High,4,3
1243,3573,Network,High,11,3
1244,12790,Billing,High,11,2
1245,9654,Refund,High,3,2
1246,4596,Speed,High,12,3
1247,4244,Network,Medium,16,3
1248,6195,Network,High,11,4
1249,2016,Login,High,11,1
1250,3703,Billing,Low,8,5
1251,1467,Billing,Medium,15,2
1252,3123,Speed,Low,7,3
1253,6611,Technical,Low,3,5
1254,12510,Technical,High,4,2
1255,10076,Billing,High,2,1
1256,7552,Billing,High,7,3
1257,6301,Billing,High,6,5
1258,11106,Speed,Low,3,1
1259,13502,Login,Medium,18,3
1260,458,Refund,High,17,1
1261,2651,Billing,Low,8,3
1262,9611,Speed,High,17,2
1263,11102,Refund,Medium,5,3
1264,13930,Billing,High,8,2
1265,1141,Speed,High,2,4
1266,3052,Refund,High,19,2
1267,427,Login,Medium,12,3
1268,6254,Refund,Low,14,2
1269,10350,Refund,High,10,2
1270,7622,Network,Medium,2,3
1271,10369,Login,Low,15,4
1272,621,Login,Medium,15,3
1273,10164,Network,Low,8,5
1274,1493,Speed,High,20,2
1275,11800,Login,Low,3,3
1276,12585,Speed,Medium,13,3
1277,13066,Network,Low,19,1
1278,9853,Login,Medium,17,3
1279,2140,Speed,High,13,4
1280,9894,Technical,High,15,5
1281,10958,Technical,Medium,6,5
1282,11925,Speed,High,19,4
1283,8521,Login,Medium,19,4
1284,11810,Technical,High,20,5
1285,1169,Login,High,12,5
1286,9018,Technical,Medium,17,3
1287,4387,Network,Medium,20,4
1288,11175,Network,Low,9,3
1289,6616,Technical,Medium,9,4
1290,3977,Network,High,2,5
1291,2750,Refund,Medium,11,5
1292,5172,Refund,Medium,14,5
1293,11667,Refund,High,12,3
1294,2524,Login,High,5,1
1295,12436,Refund,High,7,1
1296,6399,Technical,Low,5,4
1297,14045,Technical,Medium,3,4
1298,3642,Speed,Low,13,3
1299,6564,Login,Low,16,3
1300,11609,Billing,High,19,4
1301,12097,Billing,Medium,8,3
1302,14912,Refund,Medium,1,1
1303,11835,Refund,Medium,5,1
1304,8944,Billing,Medium,4,5
1305,14561,Billing,Low,19,1
1306,10995,Billing,High,5,5
1307,12799,Technical,Medium,7,1
1308,13127,Refund,Medium,13,5
1309,10977,Network,Low,13,2
1310,7586,Network,Medium,17,3
1311,3964,Technical,High,20,3
1312,1939,Refund,Medium,16,2
1313,1834,Speed,High,11,3
1314,14081,Refund,Low,20,5
1315,3365,Login,Medium,10,4
1316,13671,Technical,Medium,14,1
1317,10172,Login,Medium,1,4
1318,14177,Login,High,8,5
1319,10254,Login,High,15,2
1320,14869,Technical,Medium,16,2
1321,12595,Refund,High,20,1
1322,1233,Network,Medium,9,3
1323,10946,Network,High,10,1
1324,9075,Technical,High,4,2
1325,285,Login,High,4,1
1326,1519,Billing,Low,19,3
1327,14864,Login,High,12,4
1328,7441,Network,Medium,2,1
1329,5865,Network,Medium,12,5
1330,13602,Billing,Medium,5,5
1331,9255,Speed,High,3,2
1332,11094,Speed,Low,6,1
1333,7588,Refund,Low,9,2
1334,12870,Login,High,14,1
1335,5342,Speed,Low,16,1
1336,1921,Refund,High,2,4
1337,12166,Billing,High,11,4
1338,7848,Network,High,13,4
1339,9077,Login,Low,16,1
1340,13986,Refund,Medium,17,2
1341,9277,Speed,Medium,7,2
1342,3956,Refund,Medium,3,1
1343,3107,Login,Low,4,5
1344,9786,Refund,Medium,13,3
1345,3929,Network,Low,4,1
1346,13938,Network,Medium,7,4
1347,4844,Network,High,16,2
1348,12123,Technical,Medium,6,3
1349,8739,Network,High,16,4
1350,4451,Technical,Low,10,3
1351,5022,Billing,Low,7,1
1352,7829,Login,High,17,4
1353,9554,Network,Medium,20,3
1354,11977,Billing,Low,9,5
1355,14470,Login,High,14,4
1356,13896,Network,High,6,5
1357,1491,Network,High,9,4
1358,9522,Technical,Medium,9,5
1359,9866,Refund,High,13,4
1360,8592,Network,Low,20,2
1361,215,Refund,High,8,2
1362,1897,Billing,Medium,5,5
1363,10724,Technical,Low,14,1
1364,6461,Login,Medium,11,2
1365,4499,Billing,Medium,5,3
1366,1725,Speed,Medium,5,2
1367,6759,Login,Medium,19,3
1368,2991,Refund,High,5,2
1369,6140,Billing,Low,8,1
1370,12121,Billing,Low,20,4
1371,1143,Billing,High,10,2
1372,6891,Billing,High,19,3
1373,11201,Network,High,11,2
1374,14152,Network,Low,16,2
1375,51,Billing,Low,11,5
1376,9398,Billing,High,10,3
1377,2372,Billing,High,19,4
1378,6622,Billing,Low,18,2
1379,1671,Login,Low,11,4
1380,7518,Speed,High,18,2
1381,13865,Technical,Low,20,3
1382,1915,Speed,Medium,9,3
1383,12372,Login,Medium,11,4
1384,5849,Technical,Low,6,2
1385,547,Speed,Low,9,4
1386,6680,Billing,Low,5,2
1387,13216,Network,Low,10,4
1388,4859,Refund,Medium,8,2
1389,2733,Technical,High,9,3
1390,3036,Technical,Medium,12,1
1391,6930,Login,High,3,5
1392,6498,Billing,Medium,19,5
1393,4596,Technical,Medium,11,2
1394,13532,Speed,Low,12,3
1395,7989,Speed,Medium,1,1
1396,4164,Billing,Medium,15,4
1397,9765,Network,Low,15,4
1398,7215,Billing,High,1,1
1399,14804,Technical,High,19,1
1400,2345,Speed,Low,5,2
1401,11778,Speed,High,14,2
1402,5538,Speed,Low,4,1
1403,6506,Login,High,18,3
1404,10704,Speed,High,14,5
1405,12427,Speed,Medium,15,1
1406,3479,Technical,Medium,3,5
1407,4381,Speed,High,16,4
1408,4015,Refund,Medium,4,4
1409,14912,Technical,Medium,18,5
1410,10041,Network,Medium,13,2
1411,3834,Technical,Low,7,3
1412,11266,Refund,Low,11,2
1413,5629,Technical,Low,5,3
1414,14217,Speed,Low,4,1
1415,3013,Billing,Low,11,5
1416,10720,Network,Medium,13,3
1417,4941,Refund,High,6,4
1418,3272,Refund,Low,18,3
1419,14273,Network,High,1,2
1420,12741,Login,High,16,2
1421,5764,Billing,Low,19,1
1422,7744,Refund,Medium,3,2
1423,6180,Billing,Medium,13,1
1424,7651,Speed,Low,4,2
1425,8892,Login,High,19,3
1426,14977,Login,High,13,1
1427,5085,Network,High,13,4
1428,6414,Technical,Medium,7,2
1429,7412,Billing,Low,5,5
1430,11075,Billing,Low,17,5
1431,8006,Billing,Low,5,3
1432,156,Login,Low,4,5
1433,6316,Login,Medium,18,5
1434,1921,Refund,Low,2,2
1435,12003,Technical,Low,18,3
1436,150,Login,Low,2,5
1437,7761,Billing,Medium,18,4
1438,7730,Network,Low,6,3
1439,6334,Login,High,19,5
1440,12362,Speed,Medium,4,1
1441,14770,Login,Low,7,3
1442,6333,Refund,High,15,3
1443,2982,Login,Medium,1,1
1444,60,Network,Low,10,4
1445,3775,Speed,Medium,16,2
1446,13743,Login,High,17,3
1447,3291,Speed,High,14,5
1448,13014,Billing,High,2,1
1449,13817,Speed,Low,19,2
1450,4333,Login,Medium,3,3
1451,10052,Technical,High,3,5
1452,8025,Refund,High,9,5
1453,2082,Billing,Low,16,2
1454,10968,Login,Low,14,2
1455,2042,Login,Low,2,2
1456,3685,Login,High,11,2
1457,2335,Billing,Low,16,3
1458,11695,Speed,Low,19,3
1459,7476,Network,High,6,4
1460,11264,Speed,Low,8,2
1461,9385,Billing,Medium,4,1
1462,5743,Network,Medium,18,2
1463,4766,Refund,Medium,14,1
1464,6917,Refund,Low,13,4
1465,85,Network,Medium,13,5
1466,14632,Refund,High,4,5
1467,6187,Login,Medium,14,2
1468,1846,Login,Low,1,3
1469,4396,Network,Low,9,4
1470,9028,Login,Low,2,4
1471,10779,Login,High,10,5
1472,4865,Login,Medium,3,5
1473,1251,Billing,Medium,20,5
1474,2427,Refund,Low,12,2
1475,12395,Billing,Low,6,3
1476,2283,Technical,Medium,16,1
1477,13774,Billing,High,1,5
1478,3933,Login,Low,3,4
1479,10254,Network,High,11,1
1480,8306,Billing,High,19,2
1481,4905,Refund,Low,5,3
1482,11692,Refund,Medium,2,3
1483,8073,Speed,Low,20,2
1484,4586,Refund,High,7,1
1485,7270,Technical,Medium,7,1
1486,4482,Technical,Medium,5,1
1487,9739,Technical,Medium,1,1
1488,8678,Technical,Medium,12,3
1489,1463,Login,Medium,19,5
1490,8181,Refund,Medium,6,3
1491,1879,Speed,Low,18,4
1492,269,Refund,Low,15,3
1493,4864,Billing,Low,18,2
1494,3867,Refund,High,9,4
1495,6472,Login,Low,4,4
1496,12348,Network,High,16,4
1497,4882,Refund,Medium,12,1
1498,12572,Technical,Medium,1,2
1499,2052,Refund,Low,7,4
1500,455,Billing,High,5,4
1501,1571,Login,Low,5,3
1502,13417,Speed,High,11,2
1503,6210,Technical,Low,17,2
1504,14451,Technical,Medium,1,5
1505,1415,Billing,Medium,18,1
1506,3661,Billing,High,18,4
1507,9291,Network,High,13,1
1508,10346,Login,High,16,3
1509,4415,Speed,High,20,1
1510,7540,Speed,Medium,2,4
1511,10888,Login,High,9,5
1512,8304,Refund,Medium,8,2
1513,3374,Refund,High,8,2
1514,14953,Login,High,14,2
1515,322,Login,Low,5,4
1516,1644,Refund,High,5,5
1517,1946,Login,High,15,3
1518,4586,Speed,High,18,1
1519,10841,Refund,High,9,5
1520,4688,Technical,Medium,5,3
1521,14595,Refund,High,8,2
1522,12210,Network,Medium,1,1
1523,12496,Network,Low,20,5
1524,5978,Refund,Medium,19,5
1525,4149,Speed,Low,19,2
1526,11603,Speed,Medium,4,2
1527,7580,Speed,High,16,1
1528,1654,Technical,Low,11,5
1529,4461,Technical,High,17,2
1530,13158,Speed,Medium,3,1
1531,4977,Login,Low,15,4
1532,13702,Billing,Medium,5,3
1533,5377,Technical,High,19,5
1534,11144,Refund,Low,13,4
1535,6651,Login,Low,5,1
1536,10126,Network,Low,11,2
1537,4064,Technical,Low,12,4
1538,3458,Network,Low,19,1
1539,2597,Speed,Low,18,3
1540,9942,Billing,Medium,11,2
1541,7831,Refund,Medium,14,1
1542,13023,Refund,Low,5,4
1543,10907,Network,High,1,1
1544,10967,Refund,High,3,4
1545,8906,Login,Low,19,2
1546,3344,Billing,Low,2,5
1547,2477,Billing,Medium,3,5
1548,4604,Network,Medium,3,1
1549,8901,Speed,Medium,6,3
1550,3578,Refund,High,14,1
1551,5512,Billing,Low,1,1
1552,12605,Billing,High,5,4
1553,9763,Login,Low,13,1
1554,13376,Refund,Low,6,4
1555,8349,Speed,Medium,20,5
1556,1968,Network,Low,11,1
1557,2203,Login,High,16,5
1558,6381,Billing,Medium,9,5
1559,6438,Network,High,19,2
1560,10129,Network,High,4,2
1561,6836,Billing,Medium,17,3
1562,8427,Login,Medium,13,5
1563,12727,Login,High,19,1
1564,1790,Billing,Medium,12,3
1565,7881,Login,Medium,14,2
1566,3042,Technical,High,19,1
1567,4254,Technical,High,18,1
1568,4422,Billing,Low,10,5
1569,9739,Billing,High,9,1
1570,7821,Billing,Medium,13,2
1571,1741,Technical,High,12,4
1572,10210,Refund,Medium,11,2
1573,14038,Speed,High,20,3
1574,3312,Technical,High,16,1
1575,187,Technical,Low,4,1
1576,7823,Refund,High,11,2
1577,12738,Billing,Low,8,1
1578,7083,Refund,Low,17,3
1579,8020,Login,High,10,5
1580,986,Network,Low,20,1
1581,9777,Billing,Low,9,4
1582,3378,Refund,Low,2,3
1583,5618,Login,Low,16,3
1584,608,Refund,Low,19,1
1585,3889,Speed,High,9,5
1586,11910,Login,Medium,15,4
1587,12408,Login,High,13,2
1588,4089,Refund,Low,1,2
1589,2128,Network,Low,8,2
1590,84,Network,High,12,2
1591,8764,Billing,High,6,3
1592,1722,Refund,Low,6,3
1593,14847,Speed,Medium,11,3
1594,10127,Technical,Medium,11,5
1595,3027,Speed,Low,19,1
1596,1117,Billing,High,11,1
1597,14687,Refund,Medium,9,2
1598,14683,Login,Low,1,2
1599,2629,Speed,Medium,4,1
1600,14207,Speed,Low,3,5
1601,2600,Billing,Medium,12,1
1602,12127,Technical,Low,15,5
1603,7772,Refund,Low,1,4
1604,7274,Technical,Medium,18,4
1605,10000,Billing,Low,20,4
1606,6360,Refund,High,18,1
1607,1136,Technical,Medium,4,4
1608,1116,Refund,Low,12,2
1609,12423,Login,High,8,2
1610,4923,Technical,High,5,3
1611,3197,Speed,Medium,19,2
1612,1825,Login,Low,4,3
1613,3514,Refund,Low,12,3
1614,2604,Technical,High,16,3
1615,12460,Billing,High,4,3
1616,3223,Network,High,9,4
1617,8671,Network,Medium,9,4
1618,12292,Network,High,12,3
1619,8803,Refund,High,1,1
1620,8960,Refund,Low,7,5
1621,10642,Technical,High,14,1
1622,12044,Billing,High,2,3
1623,10998,Login,Low,3,5
1624,1811,Refund,Low,2,4
1625,11393,Technical,High,5,2
1626,1557,Billing,High,1,3
1627,102,Refund,High,1,1
1628,7032,Technical,Medium,1,1
1629,3773,Speed,Low,3,5
1630,4493,Login,Low,18,1
1631,12051,Refund,Medium,18,1
1632,12221,Speed,Medium,8,1
1633,10050,Refund,Medium,11,3
1634,1262,Speed,Low,5,1
1635,4082,Billing,High,8,4
1636,12758,Technical,Medium,2,4
1637,11327,Technical,Medium,12,2
1638,5569,Technical,High,11,4
1639,7922,Technical,Low,17,2
1640,6563,Network,Low,13,1
1641,10823,Technical,High,18,2
1642,3937,Speed,Medium,17,2
1643,6726,Technical,Low,7,1
1644,3075,Technical,Medium,7,4
1645,6456,Network,Low,17,4
1646,1973,Billing,Medium,7,2
1647,14109,Speed,Low,11,4
1648,11114,Technical,Low,2,1
1649,6157,Network,Low,13,2
1650,11626,Login,High,9,4
1651,3738,Network,High,20,1
1652,1131,Network,Low,11,4
1653,9421,Network,Low,6,3
1654,5777,Login,Medium,3,1
1655,4706,Login,Medium,5,3
1656,2540,Speed,Medium,13,2
1657,790,Speed,Low,18,4
1658,5348,Refund,Medium,20,3
1659,4600,Refund,Low,14,1
1660,973,Login,High,14,5
1661,4800,Login,Low,1,3
1662,2151,Network,Medium,7,5
1663,7805,Refund,Low,16,3
1664,9343,Network,Medium,12,1
